Position	A1	A2	B1	B2
1:128828335	90.9	100	100	100
1:136012286	66.6	46.4	0	8.6
1:7555227	77.7	88.8	59	46.4
1:95796233	8.6	0	0	0
1:1324918	0	0	0	0
1:133439377	0	0	0	0
1:152380984	95.2	92.5	3.4	0
1:119189978	100	100	72.7	100
1:150922978	0	4.1	0	0
1:88389536	0	0	0	0
1:128221371	0	0	0	5.7
1:121885547	6.2	13.3	0	0
1:117561358	85.7	73.9	100	100
1:155141885	100	100	100	93.3
1:135945407	0	0	0	0
1:144129530	94.4	70	37.3	9
1:44700286	47.8	46.4	46.8	36.8
1:1307027	0	0	0	0
1:157171260	95.4	94.7	0	0
1:140335989	93.3	100	93.3	100
1:151522934	100	86.3	100	95
1:20382433	40	42.8	52.3	41.1
1:153817537	100	95.8	95.4	91.6
1:71611358	0	0	0	0
1:144729513	0	0	0	0
1:143571188	100	100	95	100
1:71221363	84.6	80.9	100	91.3
1:142856154	95.6	95.2	94.1	100
1:83484906	0	0	0	0
1:137498926	0	0	0	0
1:73543675	100	90	100	94.7
1:57447322	100	90	15.3	0
1:144296812	100	100	100	100
1:45732849	92.5	88.7	22.6	25.8
1:147258417	94.4	88	100	100
1:148000149	57.1	59	0	0
1:47068980	93.7	100	0	0
1:130992783	90	91.6	100	100
1:5269162	39.3	24.7	3.6	2.2
1:121852020	0	22.2	0	0
1:128727572	100	100	100	97
1:143670532	100	100	93.3	100
1:118537278	0	0	0	0
1:71710445	0	0	0	8.3
1:83425829	0	0	0	0
1:130109045	0	0	0	0
1:146216948	0	0	0	0
1:83425071	6.2	0	0	0
1:134189005	0	0	0	0
1:146650305	0	0	0	0
1:111645266	88.2	91.3	100	96.7
1:157171743	100	100	0	0
1:147761965	94.1	100	94.1	90.9
1:1828515	16.6	42.1	0	3.4
1:98396495	0	0	0	0
1:144805435	95.2	85.7	100	97.6
1:57035914	0	0	0	0
1:145704271	78.9	100	100	100
1:144889047	100	100	100	95.8
1:147120463	0	0	53.3	91.3
1:146839757	85.7	100	100	100
1:145178592	100	100	100	100
1:148083481	92.3	85.7	93.9	100
1:146597146	100	95.8	95.2	100
1:144428086	64.2	82.3	100	97.2
1:50881231	0	0	0	0
1:5279035	44.7	44.9	14.5	9.4
1:94741983	0	0	0	0
1:119153513	91.6	96.5	43.7	30.3
1:82271014	80	85	0	0
1:145556760	92.3	100	100	95.8
1:101004932	85.7	87	100	94.4
1:44712365	76.9	91.3	77.4	63.6
1:84575035	0	0	0	5.2
1:72107712	0	52.3	92.3	100
1:115836304	0	0	0	0
1:84841778	0	0	0	0
1:75615957	0	5	0	0
1:147647806	100	100	100	100
1:479038	0	0	0	0
1:127318387	0	0	0	0
1:150058125	17.6	56.5	0	0
1:44845703	100	91.3	100	92
1:67458809	0	0	0	0
1:131242467	0	0	0	0
1:127132626	0	0	0	0
1:150054455	0	0	0	0
1:81029905	76.4	94.4	3.4	0
1:84841661	0	0	0	0
1:103949744	87.5	88.2	91.6	87.5
1:88074951	0	0	0	0
1:71710135	0	0	0	0
1:154187179	0	0	0	0
1:18909859	0	0	0	0
1:1832990	20	0	0	0
1:18233043	0	5.2	0	0
1:83558871	0	0	0	0
1:150387102	100	100	90.9	100
1:145177822	93.7	92.3	100	96.7
1:153030550	100	100	92.8	100
1:78038902	86.6	95.6	87.5	94.1
1:112777534	0	0	0	0
1:2674157	72.2	100	93.3	76.6
1:107181854	0	6.6	0	0
1:144360096	0	0	0	2.7
1:147621259	100	100	100	100
1:153328000	63.6	84.2	93.7	92.8
1:2204265	0	0	0	0
1:153207146	77.5	86.1	5.4	1.3
1:743246	61.5	84.2	100	90.9
1:145178585	92.3	84.6	100	100
1:132003077	0	0	0	0
1:145695816	0	0	0	0
1:146945893	8.3	0	0	0
1:156420973	0	0	2.5	0
1:65802104	0	0	0	0
1:49364743	87.5	85.7	54.5	38.4
1:65700775	0	0	0	0
1:136498516	8.6	16.6	100	100
1:155156391	100	100	100	100
1:3257289	0	0	0	0
1:148775620	0	0	0	0
1:150513452	0	18.1	100	93.3
1:123292036	90.4	100	100	100
1:70075471	100	100	94.4	96
1:147030813	100	100	100	95.8
1:145151930	0	0	0	0
1:121880025	0	0	0	0
1:72049886	0	0	0	5.5
1:80116852	100	5.2	50	50
1:144845573	0	0	0	0
1:117952729	0	0	0	0
1:111397837	0	0	0	0
1:96454937	0	0	0	0
1:108291998	0	0	0	0
1:113502502	0	3.3	0	0
1:126874783	0	0	0	0
1:147855996	0	0	0	0
1:145888667	93.7	100	100	95.8
1:57476242	70.5	73.8	17.8	12.8
1:59458105	92.8	100	100	96
1:44635162	95.6	96.2	100	95.2
1:81256153	0	0	0	0
1:75616364	0	0	0	0
1:147708239	0	0	0	2.7
1:59064477	0	0	0	0
1:147422339	100	100	100	100
1:140738880	0	0	0	0
1:154222652	100	100	0	0
1:80661649	0	0	0	5.8
1:146036372	0	12	63.6	47.6
1:143511487	96.2	100	100	100
1:106920502	77.7	100	100	92.8
1:43647964	100	94.4	0	2.6
1:80226976	100	100	100	100
1:93007964	89.8	96.5	16.2	16.5
1:80936287	0	0	0	0
1:97651296	0	0	6.2	0
1:50334207	0	3.3	4.5	0
1:1307046	0	0	4.5	0
1:144113729	75.8	74.5	12.1	9.9
1:75615186	0	0	0	0
1:67962074	5	0	0	0
1:87982018	100	90	100	90
1:1224085	0	0	0	3.5
1:3050401	0	0	0	0
1:84926820	0	0	0	0
1:145759219	86.3	76	100	100
1:8810492	0	0	0	0
1:52550164	0	0	0	0
1:922558	0	0	0	0
1:68278486	62.5	77.7	0	7.6
1:155816355	90.9	56.2	0	0
1:44771276	81.8	100	94.7	100
1:146866630	100	96.8	100	93.9
1:45731478	54.8	47.2	15.5	16.3
1:150029675	93.7	100	0	12.1
1:84440661	0	0	0	0
1:68327915	100	95	95	95
1:145063774	63.6	48	100	100
1:131250703	11.5	0	0	0
1:157349078	100	90.6	100	100
1:98396635	0	0	18.7	36
1:131239048	0	0	0	0
1:144428411	24.2	15.1	100	100
1:101004943	90.9	86.6	100	90.9
1:153653281	80	40	86.9	95.6
1:150384373	100	100	100	96.6
1:75615857	0	0	0	0
1:153186106	100	96	93.3	95.3
1:74041194	0	0	0	0
1:150698156	85.7	85	0	0
1:136790836	21.4	5.8	0	0
1:141664947	95.4	100	93.3	100
1:124940058	81.2	95.4	18.9	13.2
1:73656026	0	0	0	0
1:136573908	0	0	0	0
1:144960149	5.2	4.3	100	92.3
1:143256703	4.1	0	0	0
1:108238665	0	0	0	0
1:128575005	0	0	0	0
1:70664632	0	0	0	0
1:11084463	53.3	80.7	69.5	66.6
1:76569579	100	100	96.9	96.5
1:107927013	0	0	0	0
1:107774056	0	0	0	0
1:2917957	0	0	0	0
1:5282517	92	88.1	21	8.9
1:44801964	0	0	0	0
1:113502543	0	0	0	0
1:133395454	0	0	0	0
1:145120994	100	100	90	100
1:3257471	0	0	0	0
1:148948189	0	0	100	96.9
1:5269214	86.7	92.5	21.3	13.4
1:94866560	84.6	89.4	64.7	45
1:153040303	94.7	100	100	91.1
1:144588072	100	92.8	100	95.8
1:2457617	83.3	96	59.2	54.1
1:146218111	95.4	96.2	4.3	0
1:83860159	0	2.8	0	0
1:108580966	100	90	100	95.2
1:155071253	100	94.4	100	100
1:40607868	0	0	0	0
1:147571789	100	100	80	54.5
1:84575137	0	0	2.7	0
1:145838048	10	21	100	95.6
1:138679307	100	93.5	94.4	100
1:155705115	100	100	100	100
1:144502565	100	92.3	93.7	100
1:71840165	0	0	0	0
1:145623737	88.8	96	100	94.7
1:150670391	4.5	2.9	0	0
1:69917366	0	0	0	0
1:2107765	0	0	0	0
1:118537388	0	0	0	0
1:147792082	100	100	100	96.1
1:126876054	0	0	0	0
1:146859067	0	0	0	0
1:71286676	0	0	0	0
1:144124474	27.5	32.2	6.1	2
1:8955317	0	0	0	0
1:146054006	95.8	93.7	93.5	100
1:83485458	0	0	0	0
1:145074994	0	0	0	2.3
1:95171429	0	0	3.7	4.7
1:156685636	100	100	0	0
1:70105954	0	0	0	0
1:151451762	100	92.3	0	0
1:71286615	0	0	0	0
1:57483499	90.9	84.6	31	16.1
1:145124425	87.5	87.5	100	100
1:150745938	86.6	92.5	100	100
1:81725656	0	0	0	0
1:26119651	92.8	82.7	100	100
1:120403536	94.1	100	100	100
1:75614831	0	0	0	0
1:157171272	100	100	0	0
1:120130685	0	0	0	0
1:156849439	93.3	93.3	0	0
1:68864623	0	0	0	0
1:667144	100	100	100	100
1:147132066	0	0	0	0
1:144472130	83.3	100	88.2	76.1
1:37691085	100	100	0	0
1:154224470	93.7	95.4	100	95.4
1:144080373	88.3	94.2	8.1	7
1:64335926	100	95	100	100
1:156403776	92.8	100	100	95.4
1:146211937	100	100	96.8	100
1:155892338	95.2	100	91.6	100
1:50315316	27.2	9	0	0
1:72608163	0	0	0	2.3
1:145573034	100	100	100	100
1:1824756	0	5.5	0	0
1:148773578	0	3.2	0	0
1:148678885	100	93.3	0	0
1:242175	0	0	0	0
1:120472584	0	0	0	0
1:108238562	0	0	0	9
1:478823	0	0	0	0
1:2204449	0	0	0	0
1:139207052	65.3	50	8.1	13.5
1:127041783	3.8	3.1	0	0
1:40608438	0	0	0	0
1:147306414	100	100	100	100
1:8785756	90	62	92	93.1
1:10202723	0	0	0	4.1
1:44896144	100	95.2	89.4	100
1:146990545	100	97.2	100	94.7
1:145571248	90	85.7	100	100
1:131169664	21.4	27.7	0	0
1:145957806	0	0	0	0
1:124950179	60.4	66.1	6.1	11.2
1:67290764	0	0	0	0
1:83244828	0	5	0	0
1:69038816	0	0	0	0
1:146217772	0	0	0	7.4
1:71611054	0	0	0	0
1:44845782	90.9	95.4	96	100
1:146946925	0	0	0	0
1:136012280	46.6	21.4	0	0
1:103845859	100	92.8	100	93.3
1:65802141	0	0	0	0
1:79387633	92.3	95.6	92.5	100
1:107117903	100	100	85	86.9
1:152381346	100	100	0	5
1:139880664	0	0	0	0
1:145695754	0	0	0	0
1:151585456	100	90	94.1	100
1:138652766	93.3	92.8	0	0
1:80647481	100	92.3	64.7	53.3
1:144657600	100	94.7	95.6	100
1:37867004	0	0	0	0
1:69917118	0	0	0	0
1:57477700	96.5	94.3	20.8	6.9
1:154922857	0	0	0	0
1:70664613	0	0	0	0
1:73484657	0	0	0	0
1:41285758	100	93.9	100	89.4
1:114024454	100	96	100	100
1:535539	78.9	86.4	92.8	100
1:147041521	75	84	100	95.2
1:67962009	5	16	0	0
1:83586221	94.1	90	100	100
1:46511919	100	100	85.7	100
1:135657713	0	3.2	0	0
1:144076471	73	66.6	11.1	0
1:112083432	100	93.3	100	100
1:145195705	100	100	100	100
1:119985571	0	0	0	0
1:146768316	0	0	0	0
1:49364855	100	92.8	63.6	92.8
1:144085867	46.1	80.7	11.1	5.1
1:112730267	0	0	0	0
1:144658039	100	96.5	100	93.1
1:44924584	100	94.4	100	100
1:45735758	50	50.9	5.6	5.8
1:145151823	0	0	0	0
1:65463395	0	0	0	5.5
1:1406778	0	0	0	0
1:97570583	85.7	96.7	92.3	97.6
1:1544329	80	80	64	58.8
1:133525764	0	0	0	0
1:145282026	53.3	18.5	0	0
1:5282525	88.8	87	10.5	11.5
1:150943457	0	0	0	0
1:127062658	77.7	47.8	0	0
1:59552530	100	100	96.2	96.6
1:70276473	0	0	0	0
1:119437337	0	0	5.5	0
1:154167822	100	100	93.3	94.1
1:33691427	64.2	62.9	11.1	4.1
1:6537538	47	26.6	0	0
1:155535775	95.8	100	64.2	23
1:155641756	100	95.2	95.8	86.6
1:67962559	5	4.7	7.1	0
1:53753789	0	0	0	0
1:84525607	0	0	2.3	0
1:146586214	54.5	16.6	100	100
1:120013182	100	95.8	8.3	5.8
1:135657382	9	7.1	0	0
1:136012276	46.6	39.2	4	0
1:116108208	93	87.7	19.9	16.8
1:125884138	5	0	0	9
1:82458068	0	0	0	5.5
1:107576923	0	0	0	0
1:1826453	0	0	0	0
1:71611207	0	0	0	0
1:44859049	100	93.3	13.3	6.6
1:34922368	93.1	85.5	24.5	21.5
1:5247881	72.2	85.2	22	17.3
1:114432090	0	0	0	5.4
1:139155667	0	0	0	0
1:44520897	100	100	93.7	93.7
1:150728513	0	0	0	0
1:1591554	0	0	4.5	0
1:26088229	0	12.5	0	0
1:146768404	0	0	0	0
1:98396584	0	0	12.5	12
1:87048175	100	91.3	35.1	17.5
1:146625364	81.8	92.8	94.4	100
1:479290	0	0	0	0
1:2360383	0	0	0	0
1:1224045	0	0	0	0
1:132450056	0	15.3	0	0
1:145813469	0	0	0	0
1:146056272	100	100	100	100
1:128679586	0	0	0	0
1:157507666	93.3	96.5	76.9	25.9
1:105959240	90.9	100	93.7	85.7
1:63480972	20	0	0	0
1:107576643	0	0	0	2.9
1:143534892	35	42.8	0	0
1:156105137	100	95.6	100	71.4
1:146967322	100	100	100	96.6
1:152940335	91.6	96	100	100
1:146491580	5	0	4.5	7.8
1:155773465	92.8	100	100	100
1:86751689	0	0	0	0
1:152284988	94.1	85.7	100	100
1:73025575	12.1	16.6	96	97
1:144667533	100	89.4	100	95
1:116585972	73.8	73.2	1.6	0
1:119391583	100	100	73.3	60
1:152694615	4.1	0	0	0
1:141798061	100	82.3	100	100
1:146216807	0	0	0	0
1:67544689	0	0	0	0
1:83450724	95.2	96	100	100
1:81063498	0	0	0	0
1:83207094	96	100	100	100
1:155716881	76.4	100	94.7	100
1:143659073	94.1	100	95.2	92.3
1:152670358	100	100	100	100
1:5277998	78.2	79.3	11.1	10
1:5269250	75.2	71.1	3.4	3.5
1:129485055	83.3	100	64.2	59
1:136960705	0	0	0	0
1:152694571	0	3.5	0	0
1:83484902	0	0	2.7	0
1:147708260	0	0	0	2.7
1:119438008	5.2	3.1	0	8
1:13552206	96.1	100	38.4	39.2
1:69917167	0	0	0	0
1:144502503	100	100	37.5	100
1:3483720	0	0	0	4.5
1:46542891	0	0	0	0
1:155833506	100	85.7	0	11.5
1:107927823	0	0	0	0
1:96789298	0	0	0	0
1:136067261	100	86.6	100	94.4
1:6201191	0	0	0	0
1:144601376	100	95.6	100	100
1:98510962	0	4	4	0
1:370666	0	0	0	6
1:84926978	0	0	0	0
1:154221631	100	95.8	100	83.3
1:150673010	25	22.2	6.2	0
1:3050657	0	0	2.6	0
1:71965912	0	0	0	0
1:144845560	0	0	0	0
1:156963725	89.4	100	0	0
1:111637438	90	93.7	100	100
1:151565038	90.9	96.2	3.7	0
1:44266614	80	95.8	100	100
1:118656386	0	0	14.2	0
1:152694584	0	0	0	0
1:126873926	0	0	0	0
1:71710000	0	0	0	0
1:83463164	30.7	51.7	3.1	6.8
1:146217138	0	0	0	0
1:83443179	0	0	3.2	3.2
1:111412607	95	100	93.3	100
1:5289862	74.1	85.2	20.9	20.8
1:64870983	0	0	0	5.8
1:73655117	76.1	100	0	0
1:32837069	84.6	89.4	0	0
1:89869245	91.6	94.1	83.3	100
1:130108061	0	0	7.6	0
1:2361065	5.8	0	0	0
1:1495704	0	0	0	0
1:73971210	0	0	0	0
1:111856546	0	0	0	0
1:146735339	100	100	8.6	7.6
1:145194562	85	94.7	100	100
1:153431923	100	96.4	65.5	40
1:83441442	0	0	0	0
1:107927826	0	0	0	0
1:157940376	90	96.5	0	0
1:142491951	0	0	6.2	0
1:87017251	0	0	0	0
1:44143041	93.7	86.6	9	15
1:150307979	0	0	0	0
1:147736974	0	0	0	0
1:146436749	0	0	0	0
1:144103223	89.4	85.7	16.6	27.2
1:138680948	57.8	96.2	0	0
1:152705485	100	100	100	100
1:40608291	0	0	0	0
1:151611352	100	100	100	87.5
1:42825875	0	0	0	0
1:146598092	100	92.3	100	100
1:127041372	0	0	0	5.5
1:1187750	0	0	0	0
1:5282619	92.5	88.7	43.7	46
1:144085202	81.4	92.8	51.2	47
1:68287311	100	100	88.8	100
1:6146386	95.2	91.6	100	100
1:57478978	51.1	50	6.5	4.7
1:147041601	100	100	100	95.2
1:150645014	92.3	90	84.2	88.2
1:67116638	50	62.5	3.3	4.3
1:83425860	0	0	0	2.9
1:72020139	0	0	0	0
1:41859283	0	0	0	0
1:155406143	100	100	0	0
1:145640341	100	100	100	100
1:145609805	0	0	6.6	0
1:148132196	100	100	5.8	10
1:150253805	100	100	100	100
1:31242872	11.5	33.3	0	0
1:146866550	100	100	100	100
1:107237286	100	90	92.8	93.3
1:144124014	97.5	92	12.6	14.3
1:147525673	95.4	100	100	93.3
1:147058119	100	100	0	5.5
1:155161961	100	96.8	0	0
1:147761071	93.7	100	100	95.6
1:145151345	0	0	0	0
1:146128632	100	95.2	100	100
1:21598901	0	0	0	0
1:27383326	80	80	100	100
1:154111457	91.6	100	100	94.7
1:150511872	77.7	96.2	86.6	83.3
1:100157817	0	0	0	0
1:127042638	100	83.3	0	0
1:116108121	90.5	94.7	23.8	21.4
1:144120467	90.6	91	20	15.2
1:57476113	89.4	99.1	34.2	27
1:98396352	0	0	7.6	12
1:126875578	5.8	0	0	0
1:6311832	78.5	96	94.7	100
1:118537165	0	0	0	0
1:7552293	71.4	66.6	46.1	62.5
1:94741954	0	0	0	0
1:152984197	100	91.3	100	100
1:118537338	0	0	0	0
1:1324666	0	0	0	0
1:147023048	100	100	100	100
1:126874644	0	0	0	0
1:45066294	0	0	0	0
1:2914692	0	3.5	0	0
1:118657022	0	0	0	0
1:158282806	94.4	94.7	86.6	81.8
1:72607980	0	0	0	0
1:150163410	0	0	0	0
1:143912146	92.3	96.4	96.5	96.9
1:150047458	0	0	0	0
1:145029194	0	0	0	0
1:145152418	0	0	4	0
1:73800531	86.3	93.3	100	100
1:129041854	0	3.5	0	0
1:146558961	0	0	0	0
1:146212277	91.6	100	100	94.7
1:121851960	3.4	0	14.8	2.7
1:134456056	0	0	0	0
1:146232849	100	100	100	89.4
1:155071469	88.8	94.1	85.7	97
1:145108176	100	100	0	0
1:144561775	66.6	91.6	100	91.3
1:26087095	8.3	6.2	0	0
1:147856664	0	0	0	0
1:114431883	0	0	0	0
1:147038603	100	100	11.1	0
1:152615957	96.2	84.8	100	100
1:57443726	92.4	95.4	31.2	28.1
1:147348058	75	64	92.3	100
1:155162157	100	95	3	0
1:58463668	91.6	77.4	95.6	100
1:73786386	100	100	100	100
1:131156100	78.9	93.3	0	0
1:148773583	0	6.4	0	0
1:154057599	92.8	85	100	96.1
1:80673307	92.8	95	4.1	0
1:146650249	0	0	0	0
1:97803007	5.5	7.6	0	0
1:131833993	0	0	0	0
1:154922158	12.5	25	5.5	7.6
1:117953001	0	0	0	0
1:151847986	0	5.4	0	0
1:107009483	0	0	0	0
1:142175470	100	93.7	7.1	0
1:5304911	100	86.3	8.3	11.5
1:143792428	95.8	100	100	93.5
1:146597106	95.6	95.8	100	100
1:53753828	0	0	0	0
1:103304576	79.1	95.4	100	100
1:112704102	0	0	0	0
1:83244800	0	0	0	0
1:22290285	0	0	0	0
1:75615927	0	0	0	0
1:157171495	94.4	100	0	0
1:157225580	94.1	92.3	96.8	92
1:3581857	95.8	90.3	93.9	96.8
1:156640579	100	94.7	6.6	6.2
1:370737	0	0	0	3.7
1:147351815	50	63.6	100	100
1:63245504	90.9	75	100	100
1:144108953	87.5	100	43.4	58.6
1:151578202	90.4	78.9	88.4	100
1:42654902	0	0	0	0
1:157171591	94.7	100	0	0
1:2108466	0	0	0	3.3
1:152873031	0	0	0	0
1:118655633	0	0	10.3	8.6
1:1826543	0	0	0	0
1:146218010	65	85.7	0	6.8
1:52432546	0	0	0	0
1:147736788	0	0	0	0
1:145610349	0	0	4	0
1:44536223	60	89.2	0	0
1:50332668	0	0	0	5.5
1:1407318	0	0	0	0
1:132446720	0	3.2	0	0
1:150202839	92.3	64.2	50	52.9
1:71439486	100	94.7	95	100
1:8812631	56.2	26.6	4.7	0
1:121884200	15.7	0	0	0
1:141230818	0	0	0	0
1:155282888	95.4	93.7	100	73.6
1:73840219	100	92.8	14.2	15.3
1:136960984	0	0	0	0
1:58878907	0	0	0	0
1:146436619	4.7	0	0	0
1:117954285	0	0	0	0
1:115836819	0	0	0	3
1:59064256	0	0	6.2	0
1:83245354	0	0	0	0
1:68094363	100	100	100	94.7
1:148076342	82.3	92.5	100	100
1:121344512	92.8	89.6	100	100
1:1826470	0	0	0	5.5
1:146260029	100	100	100	100
1:98517586	0	0	0	0
1:45726777	90.6	91.8	19.3	16.5
1:148773338	6.2	6.8	2.7	0
1:148417329	0	0	0	0
1:146836478	100	95.6	100	100
1:115480597	0	0	0	0
1:9242876	3.7	0	0	0
1:126874046	0	0	0	0
1:145776343	100	100	86.9	81.2
1:144129561	86.6	70	64.8	50
1:24627691	72.7	65.2	95	100
1:147821902	100	100	100	100
1:154321432	94.4	100	95.2	86.9
1:15366383	33.3	41.6	0	5.8
1:1833401	0	0	4.1	8.3
1:151847983	10.5	8.1	0	2.5
1:144103958	92.8	96	25.4	16.3
1:138814758	71.4	51.7	0	0
1:112031577	100	100	29.4	20
1:154403505	77.7	88.8	95.4	100
1:3734153	87.5	96.7	38	0
1:144845731	0	2.4	0	0
1:146694675	100	100	94.4	100
1:63314900	95	100	95	100
1:98515823	5	5.5	0	0
1:11270068	76.6	78.2	13.3	26.9
1:128772951	0	0	0	0
1:1265715	0	0	0	0
1:150943573	0	0	0	0
1:66038359	0	0	0	4.3
1:136404620	100	96.9	83.3	95.6
1:155570314	94.4	100	84.6	88
1:95796474	6.2	13.3	0	0
1:152941554	0	0	0	0
1:81992625	0	0	0	0
1:42654848	0	0	0	0
1:1406689	0	0	0	0
1:148177571	0	5.8	0	0
1:146597217	93.7	45.8	100	100
1:90271248	100	100	100	100
1:479129	0	0	0	0
1:136435310	0	0	0	0
1:132451003	0	14.8	0	0
1:363066	100	100	100	100
1:154055790	100	100	96	93.7
1:49007253	88.2	81.8	96.4	100
1:132444525	0	0	0	0
1:146436535	0	4	0	0
1:148417528	0	4.1	0	0
1:147054996	90.9	100	100	100
1:121478602	81.8	94.4	100	100
1:145282538	0	0	0	0
1:130108822	0	0	0	0
1:41859238	0	0	3.8	0
1:118656132	0	0	0	0
1:145151539	0	0	3.2	0
1:144667425	90	95	92.3	100
1:145040829	0	0	0	0
1:1264555	0	0	0	0
1:103057777	92.3	94.2	43.4	33.3
1:65802126	0	0	0	0
1:73800485	100	100	100	100
1:70419083	0	0	0	0
1:83539748	0	0	0	0
1:115480436	0	0	0	0
1:132075615	0	4.3	0	0
1:83557668	0	0	0	0
1:124941170	63.6	82.6	7.6	10.3
1:68674554	76.4	100	100	91.6
1:107574948	0	0	0	3.5
1:5279728	88.2	93.9	19.6	14.5
1:147040668	100	95.6	96	100
1:146580107	100	100	93.3	96.1
1:118851993	0	1.9	0	6.2
1:155716330	92.8	75	100	100
1:11273068	73.5	62	8.2	9.6
1:84095262	0	0	0	0
1:64488291	0	0	0	0
1:5267439	68.4	81.2	0	2.1
1:58448745	68.7	65.2	0	0
1:72608513	0	0	6.4	0
1:145054486	100	100	0	0
1:83244912	0	0	0	0
1:83539792	0	0	0	0
1:127450559	5	0	0	0
1:152940355	100	96	100	100
1:128911596	100	84.2	100	100
1:81464048	0	0	0	0
1:128772167	0	0	0	0
1:155834485	94.4	100	10	31.8
1:106850828	0	0	0	0
1:151451674	90	88.8	0	0
1:154923272	0	0	0	0
1:136805182	100	100	100	100
1:1005660	94.7	91.3	97.2	100
1:2421354	95.2	100	100	100
1:72607580	0	0	0	0
1:150674777	3.8	3	0	0
1:146127856	81.2	86.3	100	95.6
1:74377985	94.7	100	91.3	94.4
1:6517336	0	0	0	0
1:127041839	0	0	0	0
1:136067377	100	94.7	100	100
1:18232716	0	0	0	0
1:152428242	100	96.8	100	97
1:73516156	0	0	0	0
1:5234201	87.2	78	6.8	5.7
1:147384805	86.9	100	94.7	100
1:72390591	0	0	0	0
1:150228521	95.2	100	21.7	35.7
1:5448521	4.7	4.7	0	0
1:150228694	93.7	100	30.7	50
1:85921203	40	5.5	0	0
1:108292042	0	0	0	0
1:80647460	86.6	100	66.6	50
1:113502398	0	0	0	0
1:155842036	100	100	100	100
1:4792907	90.4	100	71.4	82.6
1:65031832	0	0	0	0
1:143756402	0	0	4.5	0
1:147079237	92.3	96.1	100	100
1:70032224	100	93.7	95.6	100
1:155460811	92	100	100	100
1:65050708	13.3	15.3	0	0
1:79919959	92.3	100	100	100
1:123231033	5.8	0	0	0
1:112995011	100	93.3	92	95.8
1:144103212	68.4	79.3	16.6	23.3
1:146811738	100	94.1	97.2	100
1:69917409	0	0	0	0
1:107574999	6.2	4.3	0	0
1:84440706	0	0	0	0
1:143173310	0	0	0	0
1:145813244	0	0	0	0
1:143255754	0	9.5	0	0
1:73776654	23	23.5	0	4.7
1:150048019	0	0	0	0
1:155281503	100	88.8	33.3	33.3
1:50881462	0	0	0	0
1:132444030	0	0	0	0
1:1406685	0	0	0	0
1:8811808	0	0	0	0
1:61411319	100	95.2	86.6	95.2
1:147560600	90.9	100	100	100
1:84575057	0	0	0	0
1:124940170	88.4	87.8	30.3	34.8
1:143360794	66.6	65	91.6	100
1:45734191	84	92.2	17.1	16.6
1:136961268	0	0	0	0
1:145749489	0	0	0	0
1:138622399	93.7	100	0	10
1:111642910	84.6	93.1	100	100
1:124954457	55.3	59.4	8.8	8
1:80181205	0	0	0	0
1:143740853	100	92.8	4.3	7.3
1:80179302	0	0	0	0
1:81992582	0	0	0	0
1:73470665	0	0	0	0
1:131242247	0	0	0	0
1:131352256	0	0	0	0
1:16242882	80	82.3	73.9	59.4
1:57219281	93.2	95.8	15.7	18.1
1:121852010	3.4	11.1	7.4	2.7
1:145028643	0	0	0	0
1:140912977	0	0	0	0
1:131352220	0	0	0	0
1:145613280	95.4	100	100	94.4
1:133395462	0	0	0	0
1:144494221	0	0	0	3.8
1:136536380	79.3	36.3	0	0
1:95185596	13.7	7.6	0	0
1:146490941	0	0	0	0
1:57179481	87.5	86.6	90.9	88
1:156020190	100	100	100	100
1:131834496	0	0	8.3	0
1:18719470	0	0	0	0
1:132450013	8.3	15.3	0	0
1:155162049	100	96	0	2.9
1:118537200	0	0	0	0
1:143741093	100	100	78.9	80.7
1:98510889	3.7	0	0	8.3
1:145152051	0	0	0	0
1:155080330	92	94.4	100	100
1:140739027	0	0	0	0
1:158198660	76.9	50	14.2	0
1:45091298	72.7	73.3	0	0
1:128772343	0	0	0	0
1:35660979	0	0	0	0
1:82210377	0	0	0	0
1:145214495	100	95.8	100	100
1:71210784	94.4	100	95	91.3
1:43730003	0	0	0	0
1:83521737	0	0	5	8.3
1:150047958	0	0	0	0
1:145041643	0	33.3	0	0
1:100619828	100	93.1	100	95
1:141013340	0	0	0	0
1:140046215	0	0	0	0
1:73378834	90.4	91.6	94.7	100
1:132450595	12.5	15	0	2.8
1:150705479	62.5	94.4	100	94.7
1:68012397	0	0	0	0
1:153159467	100	95	100	100
1:155716865	76.4	94.7	94.7	100
1:5267205	88.8	89.4	28.5	20
1:1544375	93.3	93.3	88	58.8
1:478784	0	0	0	3.5
1:57483506	93.7	92.3	27.5	12.5
1:146586931	47.8	27.2	100	100
1:57457405	66.6	56.5	8	0
1:145040535	27.5	29.4	3.7	2.6
1:40608151	0	0	0	0
1:46464581	0	0	0	0
1:145640318	93.7	89.4	100	94.7
1:83416234	100	100	94.7	97.2
1:155010211	0	0	0	0
1:154224452	100	100	100	100
1:6174107	92.8	100	0	3
1:150575142	93.7	93.7	100	100
1:141349807	92.3	100	16.6	0
1:143633741	0	0	0	0
1:58152981	0	0	0	0
1:68327877	100	100	100	100
1:148266866	0	0	0	0
1:111362626	100	100	46.1	0
1:110672354	85.7	100	35.1	17.3
1:153971735	0	0	0	0
1:64357522	100	100	95.2	97.2
1:150735397	94.7	100	94.4	93.7
1:68422403	0	0	0	0
1:133526504	0	0	0	0
1:83860166	0	0	0	0
1:59218742	100	86.9	100	100
