Chromosome	Start	End	Type
9	102684684	102686687	CpG:
9	102762825	102763080	CpG:
9	102810476	102811014	CpG:
9	102842002	102842621	CpG:
9	102879770	102879976	CpG:
9	103455113	103455390	CpG:
9	103461066	103462108	CpG:
9	103520345	103520996	CpG:
9	103688140	103688354	CpG:
9	103752888	103753208	CpG:
9	103755295	103755619	CpG:
9	103791846	103792104	CpG:
9	103921530	103924252	CpG:
9	103971852	103974054	CpG:
9	104011917	104012164	CpG:
9	104014592	104014882	CpG:
9	104066030	104066294	CpG:
9	104079617	104081301	CpG:
9	104207429	104208929	CpG:
9	104209348	104210251	CpG:
9	104247827	104248105	CpG:
9	104502823	104503326	CpG:
9	105214844	105215070	CpG:
9	105217399	105217605	CpG:
9	105218821	105220041	CpG:
9	105416024	105416272	CpG:
9	105498419	105498777	CpG:
X	4995320	4995776	CpG:
X	5697463	5697977	CpG:
X	7179468	7180089	CpG:
X	10509392	10509759	CpG:
X	13564364	13565698	CpG:
X	13790148	13790677	CpG:
X	13809250	13810790	CpG:
X	14125418	14126195	CpG:
X	14981604	14982217	CpG:
X	19025500	19026148	CpG:
X	21119486	21119767	CpG:
X	21137675	21141643	CpG:
X	24051135	24052010	CpG:
X	24108392	24113627	CpG:
X	29881434	29882617	CpG:
X	30922498	30923526	CpG:
X	32746269	32746480	CpG:
X	34625880	34626091	CpG:
X	38586254	38586764	CpG:
X	38964953	38965636	CpG:
X	39826985	39827712	CpG:
X	39868777	39871401	CpG:
X	40057252	40057785	CpG:
X	40063008	40064218	CpG:
X	40085757	40086003	CpG:
X	40133758	40133992	CpG:
X	40340757	40341848	CpG:
X	40438335	40439145	CpG:
X	58613218	58613848	CpG:
X	59993441	59993852	CpG:
X	72204574	72205009	CpG:
X	83572101	83572548	CpG:
X	84851862	84852275	CpG:
X	91073654	91074427	CpG:
X	91538703	91538943	CpG:
X	92200824	92201567	CpG:
X	92264960	92265290	CpG:
X	92287690	92288976	CpG:
X	92291156	92291652	CpG:
X	92353190	92353521	CpG:
X	94760948	94761551	CpG:
X	96252238	96253097	CpG:
X	96900354	96901185	CpG:
X	100162088	100162558	CpG:
X	105235629	105236087	CpG:
X	130307152	130307855	CpG:
X	132323266	132324661	CpG:
X	134436687	134437063	CpG:
X	134584175	134584435	CpG:
X	134867581	134868526	CpG:
X	136681751	136682167	CpG:
X	138692254	138693678	CpG:
X	140132795	140133025	CpG:
X	140142641	140144015	CpG:
X	140282102	140284532	CpG:
X	141692673	141693708	CpG:
X	142412217	142413103	CpG:
X	144086127	144092127	CpG:
X	145619743	145620147	CpG:
X	146791450	146791715	CpG:
X	147825719	147826178	CpG:
