Ensembl Gene ID	Associated Gene Name	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
ENSBTAG00000009569	DOCK6	dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:HGNC:19189]	7	16851754	16898876	-1
ENSBTAG00000005985	CBLN2	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]	24	5614221	5621035	1
ENSBTAG00000016714			6	107286738	107325408	-1
ENSBTAG00000044195	SDK2	sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]	19	58439767	58579255	1
ENSBTAG00000008355	CPSF1	cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]	14	1728207	1742670	1
ENSBTAG00000003652	TMEM128	transmembrane protein 128 [Source:HGNC Symbol;Acc:HGNC:28201]	6	107477962	107493240	1
ENSBTAG00000011064	ADCK5	aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]	14	1742714	1756301	-1
ENSBTAG00000006087	COG1	component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:HGNC:6545]	19	58679648	58691874	-1
ENSBTAG00000018837	SLC39A11	solute carrier family 39 member 11 [Source:HGNC Symbol;Acc:HGNC:14463]	19	58779399	59071795	1
ENSBTAG00000006910	ASRGL1	asparaginase like 1 [Source:HGNC Symbol;Acc:HGNC:16448]	29	41454920	41473601	1
ENSBTAG00000013468	AHNAK	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]	29	41576805	41605018	-1
ENSBTAG00000001609	MAP2K6	mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846]	19	61708769	61814973	-1
ENSBTAG00000000857		G protein-coupled receptor 172B; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q148E5]	14	1763994	1766621	-1
ENSBTAG00000002747	ABCA5	ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]	19	61873253	61919888	1
ENSBTAG00000011846		Speckle targeted PIP5K1A-regulated poly(A) polymerase  [Source:UniProtKB/TrEMBL;Acc:F1MG03]	29	41625200	41634609	-1
ENSBTAG00000014488	CDH7	cadherin 7 [Source:HGNC Symbol;Acc:HGNC:1766]	24	11082496	11214011	-1
ENSBTAG00000004826	ACP5	acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]	7	17134691	17137939	-1
ENSBTAG00000046208	SCRT1	scratch family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:15950]	14	1782901	1788087	1
ENSBTAG00000026356	DGAT1	diacylglycerol O-acyltransferase 1  [Source:RefSeq peptide;Acc:NP_777118]	14	1795351	1804562	1
ENSBTAG00000026290	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]	24	14182757	14347226	-1
ENSBTAG00000047806		ribulose-phosphate 3-epimerase  [Source:RefSeq peptide;Acc:NP_001091548]	2	98260690	98269171	-1
ENSBTAG00000004940	CELF4	CUGBP, Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]	24	19819065	20129055	1
ENSBTAG00000009811	BOP1	block of proliferation 1 [Source:HGNC Symbol;Acc:HGNC:15519]	14	1825982	1844587	1
ENSBTAG00000010579	ACADL	acyl-CoA dehydrogenase, long chain [Source:HGNC Symbol;Acc:HGNC:88]	2	98416824	98456944	-1
ENSBTAG00000021581	FHOD3	formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]	24	20649326	21172169	-1
ENSBTAG00000009816	SCX	scleraxis bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:32322]	14	1838135	1840081	-1
ENSBTAG00000018954	ELP2	elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248]	24	21268846	21316549	-1
ENSBTAG00000000998	SLC39A6	solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]	24	21317313	21337841	1
ENSBTAG00000040507		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3N3B9]	7	17513881	17565624	1
ENSBTAG00000011206	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]	24	21687846	21756844	-1
ENSBTAG00000022293	METTL12	methyltransferase like 12 [Source:HGNC Symbol;Acc:HGNC:33113]	29	41693759	41695210	1
ENSBTAG00000018894	PEX11G	peroxisomal biogenesis factor 11 gamma [Source:HGNC Symbol;Acc:HGNC:20208]	7	17569054	17579485	-1
ENSBTAG00000002629	C19orf45	chromosome 19 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:24745]	7	17590554	17596556	1
ENSBTAG00000012426			24	21896592	21921472	1
ENSBTAG00000032137	PNPLA6	neuropathy target esterase  [Source:RefSeq peptide;Acc:NP_001070015]	7	17624452	17647840	1
ENSBTAG00000017281	OPLAH	5-oxoprolinase (ATP-hydrolysing) [Source:HGNC Symbol;Acc:HGNC:8149]	14	1957554	1966646	1
ENSBTAG00000006896	ABCA9	ATP binding cassette subfamily A member 9 [Source:HGNC Symbol;Acc:HGNC:39]	19	62099290	62151579	1
ENSBTAG00000024899		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1N6W3]	19	62207474	62223856	1
ENSBTAG00000013996	SH3BP2	SH3 domain-binding protein 2  [Source:RefSeq peptide;Acc:NP_001178455]	6	108023960	108034231	1
ENSBTAG00000015126	TNIP2	TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]	6	108124536	108128174	1
ENSBTAG00000039556	WIPI1	WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]	19	62424507	62457703	1
ENSBTAG00000009744	FAM193A	family with sequence similarity 193 member A [Source:HGNC Symbol;Acc:HGNC:16822]	6	108145918	108198645	-1
ENSBTAG00000030162	AXIN2	axin 2 [Source:HGNC Symbol;Acc:HGNC:904]	19	62834850	62860774	-1
ENSBTAG00000026788	SHOX	short stature homeobox [Source:HGNC Symbol;Acc:HGNC:10853]	2	104975964	104987392	1
ENSBTAG00000033680	CEP112	centrosomal protein 112 [Source:HGNC Symbol;Acc:HGNC:28514]	19	63070089	63219248	-1
ENSBTAG00000047977		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3N385]	6	108360270	108372738	1
ENSBTAG00000006683	ZFYVE28	zinc finger FYVE-type containing 28 [Source:HGNC Symbol;Acc:HGNC:29334]	6	108429350	108481941	1
ENSBTAG00000015209	MXD4	MAX dimerization protein 4 [Source:HGNC Symbol;Acc:HGNC:13906]	6	108490181	108501580	1
ENSBTAG00000021923	DSG2	Bos taurus desmoglein 2 (DSG2), mRNA. [Source:RefSeq mRNA;Acc:NM_001192172]	24	25913549	25957997	-1
ENSBTAG00000017296	POLN	DNA polymerase nu [Source:HGNC Symbol;Acc:HGNC:18870]	6	108563826	108711716	1
ENSBTAG00000015567	TIMM44	translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316]	7	17907314	17920304	-1
ENSBTAG00000001061	PRKCA	protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]	19	63500603	63581649	1
ENSBTAG00000012311	CACNG5	calcium voltage-gated channel auxiliary subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:1409]	19	63621226	63627088	1
ENSBTAG00000005964	PIGG	phosphatidylinositol glycan anchor biosynthesis class G [Source:HGNC Symbol;Acc:HGNC:25985]	6	108729415	108769844	1
ENSBTAG00000000589	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:1408]	19	63675100	63725656	1
ENSBTAG00000040360	CCDC166	coiled-coil domain containing 166 [Source:HGNC Symbol;Acc:HGNC:41910]	14	2253177	2254950	1
ENSBTAG00000045791	ZNF623	zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]	14	2266062	2267715	-1
ENSBTAG00000010386			2	106978526	107006143	1
ENSBTAG00000034691	TSTA3	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]	14	2288555	2293395	1
ENSBTAG00000021190	CDH2	cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]	24	28992666	29241119	1
ENSBTAG00000019188	GAK	cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]	6	108988692	109036271	-1
ENSBTAG00000016810	PYCRL	pyrroline-5-carboxylate reductase-like [Source:HGNC Symbol;Acc:HGNC:25846]	14	2301587	2309099	1
ENSBTAG00000017240	DGKQ	diacylglycerol kinase theta  [Source:RefSeq peptide;Acc:NP_001193234]	6	109057364	109077151	-1
ENSBTAG00000034613	MROH6	maestro heat like repeat family member 6 [Source:HGNC Symbol;Acc:HGNC:27814]	14	2332751	2337785	1
ENSBTAG00000002469	KANK3	KN motif and ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:24796]	7	18200291	18210847	-1
ENSBTAG00000008362	CTDSP1	CTD small phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:21614]	2	107130648	107135774	1
ENSBTAG00000021472	ZC3H3	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]	14	2354390	2418557	1
ENSBTAG00000002104	RHPN1	rhophilin Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19973]	14	2462544	2471434	-1
ENSBTAG00000019204	RTN3	reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]	29	42665350	42815403	1
ENSBTAG00000003606			14	2512226	2540475	-1
ENSBTAG00000007660	ZNF414	zinc finger protein 414 [Source:HGNC Symbol;Acc:HGNC:20630]	7	18343922	18347588	-1
ENSBTAG00000017181	MACROD1	MACRO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29598]	29	42890800	43092842	-1
ENSBTAG00000034498	LY6D	lymphocyte antigen 6 complex, locus D [Source:HGNC Symbol;Acc:HGNC:13348]	14	2801383	2803020	1
ENSBTAG00000016210	LYPD2	LY6/PLAUR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25215]	14	2829285	2831334	1
ENSBTAG00000006385	ADGRB1	adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]	14	2948972	3014380	-1
ENSBTAG00000012575	MAEA	macrophage erythroblast attacher  [Source:RefSeq peptide;Acc:NP_001029587]	6	109330259	109343607	1
ENSBTAG00000012577	UVSSA	UV stimulated scaffold protein A [Source:HGNC Symbol;Acc:HGNC:29304]	6	109351917	109372113	1
ENSBTAG00000027181	LAMA3	laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]	24	33072942	33324798	-1
ENSBTAG00000011044	TACC3	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]	6	109636203	109645418	1
ENSBTAG00000009974	TSNARE1	t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]	14	3054763	3171546	1
ENSBTAG00000013606		peptidyl-prolyl cis-trans isomerase FKBP2 isoform 2 precursor  [Source:RefSeq peptide;Acc:NP_001032558]	29	43159739	43162644	1
ENSBTAG00000007164	FGFR3	fibroblast growth factor receptor 3 precursor  [Source:RefSeq peptide;Acc:NP_776743]	6	109691052	109704277	1
ENSBTAG00000013990	WNT6	Wnt family member 6 [Source:HGNC Symbol;Acc:HGNC:12785]	2	107544683	107556681	1
ENSBTAG00000013857	SH2D3A	SH2 domain-containing protein 3A  [Source:RefSeq peptide;Acc:NP_001192598]	7	18946166	18959402	1
ENSBTAG00000008597	SLC45A4	solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]	14	3711837	3739970	1
ENSBTAG00000026751	CFAP65	cilia and flagella associated protein 65 [Source:HGNC Symbol;Acc:HGNC:25325]	2	107669013	107706257	-1
ENSBTAG00000009578	PTK2	PTK2 protein tyrosine kinase 2  [Source:RefSeq peptide;Acc:NP_001068718]	14	3870893	4065010	1
ENSBTAG00000008452	IHH	indian hedgehog [Source:HGNC Symbol;Acc:HGNC:5956]	2	107722668	107728939	-1
ENSBTAG00000015190	C18orf8	chromosome 18 open reading frame 8 [Source:HGNC Symbol;Acc:HGNC:24326]	24	33485208	33507301	-1
ENSBTAG00000000244	NRXN2	neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009]	29	43476403	43576128	-1
ENSBTAG00000021018	KHSRP	KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]	7	19259132	19269635	1
ENSBTAG00000031497	FGFBP1	fibroblast growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19695]	6	115940219	115943190	-1
ENSBTAG00000013955	TRAPPC9	trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]	14	4229512	4616552	1
ENSBTAG00000047488	KCNK9	potassium two pore domain channel subfamily K member 9 [Source:HGNC Symbol;Acc:HGNC:6283]	14	4644332	4741649	1
ENSBTAG00000006743	RBBP8	RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]	24	33895222	33948196	-1
ENSBTAG00000014058	LDB2	LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]	6	116534190	116998914	-1
ENSBTAG00000046176	SPEG	SPEG complex locus [Source:HGNC Symbol;Acc:HGNC:16901]	2	108089328	108147468	1
ENSBTAG00000000413	NRTN	neurturin [Source:HGNC Symbol;Acc:HGNC:8007]	7	19743681	19747322	-1
ENSBTAG00000011628	EGFR	epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]	22	892005	1069280	-1
ENSBTAG00000002181	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]	14	7440523	7582740	-1
ENSBTAG00000019427	KIAA0232	KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992]	6	118129452	118178266	1
ENSBTAG00000001796	CATSPERD	cation channel sperm associated auxiliary subunit delta [Source:HGNC Symbol;Acc:HGNC:28598]	7	19777111	19813926	-1
ENSBTAG00000005709	ABHD3	abhydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18718]	24	34929110	34977410	1
ENSBTAG00000016920	EOMES	eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]	22	2112410	2117440	-1
ENSBTAG00000007823	TG	thyroglobulin precursor  [Source:RefSeq peptide;Acc:NP_776308]	14	9262251	9508938	-1
ENSBTAG00000012464	AFAP1	actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]	6	118947065	119093365	-1
ENSBTAG00000038992	STK11IP	serine/threonine kinase 11 interacting protein [Source:HGNC Symbol;Acc:HGNC:19184]	2	108246184	108260780	1
ENSBTAG00000009194	OSBPL10	oxysterol binding protein like 10 [Source:HGNC Symbol;Acc:HGNC:16395]	22	6205667	6292521	-1
ENSBTAG00000015926	ABLIM2	actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195]	6	119107715	119213224	-1
ENSBTAG00000014600	ADCY8	adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]	14	10821670	11047549	1
ENSBTAG00000022744	TRIM71	tripartite motif containing 71 [Source:HGNC Symbol;Acc:HGNC:32669]	22	7281419	7341846	1
ENSBTAG00000003185	ASAP1	arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1  [Source:RefSeq peptide;Acc:NP_787015]	14	11327981	11696284	1
ENSBTAG00000020650	ADCYAP1	adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]	24	36114521	36121103	1
ENSBTAG00000017478	GSDMC	gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151]	14	11892028	11907430	-1
ENSBTAG00000026172	FAM84B	family with sequence similarity 84 member B [Source:HGNC Symbol;Acc:HGNC:24166]	14	15464448	15469509	1
ENSBTAG00000009950	PAX3	paired box 3 [Source:HGNC Symbol;Acc:HGNC:8617]	2	111129286	111229639	-1
ENSBTAG00000003952	FBXL2	F-box and leucine rich repeat protein 2 [Source:HGNC Symbol;Acc:HGNC:13598]	22	7645493	7720326	1
ENSBTAG00000018052			7	20191965	20256722	1
ENSBTAG00000003968	UBP1	upstream binding protein 1 (LBP-1a) [Source:HGNC Symbol;Acc:HGNC:12507]	22	7723060	7785327	-1
ENSBTAG00000011455	POLA2	DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]	29	44143171	44170094	1
ENSBTAG00000003880	EMILIN2	elastin microfibril interfacer 2 [Source:HGNC Symbol;Acc:HGNC:19881]	24	37496731	37556313	1
ENSBTAG00000012060	LPIN2	lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450]	24	37561435	37590398	-1
ENSBTAG00000022114	TMEM65	transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]	14	17254750	17298970	1
ENSBTAG00000009554	EHBP1L1	EH domain binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:30682]	29	44424071	44439541	1
ENSBTAG00000023963	RHBDD1	rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081]	2	115826528	115960780	1
ENSBTAG00000003759	PCNX3	pecanex homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:18760]	29	44462346	44481118	1
ENSBTAG00000005372	DLGAP1	DLG associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2905]	24	37994546	38293883	-1
ENSBTAG00000006735	STAC	SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]	22	10160885	10273691	1
ENSBTAG00000016760	LRRFIP2	LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]	22	10379811	10490263	1
ENSBTAG00000016194	FBXO32	F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]	14	17919823	17951894	1
ENSBTAG00000009916	WDYHV1	WDYHV motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25490]	14	18015440	18033296	-1
ENSBTAG00000031658	SEMA6B	semaphorin 6B [Source:HGNC Symbol;Acc:HGNC:10739]	7	20787833	20800309	1
ENSBTAG00000018160	LAMA1	laminin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6481]	24	40384895	40508687	-1
ENSBTAG00000031647	LRG1	leucine rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480]	7	20812034	20814992	1
ENSBTAG00000005877	FAM83A	family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]	14	18182442	18201276	-1
ENSBTAG00000021457	EFEMP2	EGF containing fibulin like extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]	29	44650628	44657896	-1
ENSBTAG00000016566	ITGA9	integrin alpha-9 precursor  [Source:RefSeq peptide;Acc:NP_001179647]	22	10946332	11306693	1
ENSBTAG00000010215	CREB3L3	cAMP responsive element binding protein 3 like 3 [Source:HGNC Symbol;Acc:HGNC:18855]	7	21088135	21099619	-1
ENSBTAG00000010344	SLC16A14	solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417]	2	118886691	118909613	-1
ENSBTAG00000004258	EEF2	eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]	7	21252438	21261327	1
ENSBTAG00000011278	XYLB	xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839]	22	11813891	11849423	1
ENSBTAG00000046325			14	21164873	21192165	1
ENSBTAG00000009026	PACS1	phosphofurin acidic cluster sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:30032]	29	44920590	44948773	1
ENSBTAG00000017492	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]	14	22669363	22717576	-1
ENSBTAG00000018342	TJP3	tight junction protein 3 [Source:HGNC Symbol;Acc:HGNC:11829]	7	21447998	21478598	-1
ENSBTAG00000044073	CD248	CD248 molecule [Source:HGNC Symbol;Acc:HGNC:18219]	29	45016284	45018614	-1
ENSBTAG00000005158	NAPG	NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]	24	42616054	42628182	1
ENSBTAG00000011171	PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]	24	42638533	42753016	-1
ENSBTAG00000010373	CACTIN	cactin, spliceosome C complex subunit [Source:HGNC Symbol;Acc:HGNC:29938]	7	21539960	21551276	1
ENSBTAG00000003845	CSRNP1	cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]	22	12520393	12532806	-1
ENSBTAG00000014944	TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	7	21561179	21569885	1
ENSBTAG00000021097	PELI3	pellino E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30010]	29	45153624	45162953	1
ENSBTAG00000047668		SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related  [Source:UniProtKB/TrEMBL;Acc:G3MZ29]	7	21583269	21585597	-1
ENSBTAG00000003454	RGS20	regulator of G-protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]	14	23561303	23613020	1
ENSBTAG00000005272	DOHH	deoxyhypusine hydroxylase/monooxygenase [Source:HGNC Symbol;Acc:HGNC:28662]	7	21649441	21654927	1
ENSBTAG00000044050	XKR4	XK related 4 [Source:HGNC Symbol;Acc:HGNC:29394]	14	24295567	24610955	1
ENSBTAG00000020759	NCLN	nicalin [Source:HGNC Symbol;Acc:HGNC:26923]	7	21870310	21882869	-1
ENSBTAG00000033284	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]	14	25052885	25058779	1
ENSBTAG00000011964	DIS3L2	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]	2	120486066	120794558	1
ENSBTAG00000018057	ZNF619	zinc finger protein 619 [Source:HGNC Symbol;Acc:HGNC:26910]	22	13346709	13416401	1
ENSBTAG00000004343	CCS	copper chaperone for superoxide dismutase [Source:HGNC Symbol;Acc:HGNC:1613]	29	45274394	45288010	1
ENSBTAG00000010542	SPIRE1	spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]	24	43323645	43488851	-1
ENSBTAG00000004924	PENK	proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831]	14	25218586	25222991	-1
ENSBTAG00000008397	ZNF555	zinc finger protein 555 [Source:HGNC Symbol;Acc:HGNC:28382]	7	22088469	22099654	-1
ENSBTAG00000011390	CHRND	cholinergic receptor nicotinic delta subunit [Source:HGNC Symbol;Acc:HGNC:1965]	2	120975092	120982350	1
ENSBTAG00000004954	TOX	thymocyte selection associated high mobility group box [Source:HGNC Symbol;Acc:HGNC:18988]	14	26631190	26941726	-1
ENSBTAG00000045943	CHRNG	cholinergic receptor nicotinic gamma subunit [Source:HGNC Symbol;Acc:HGNC:1967]	2	120988439	120993968	1
ENSBTAG00000017529	CA8	carbonic anhydrase 8 [Source:HGNC Symbol;Acc:HGNC:1382]	14	27637561	27719848	-1
ENSBTAG00000007644	GNG7	G protein subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410]	7	22200650	22338566	1
ENSBTAG00000006563	KLHL40	kelch repeat and BTB domain-containing protein 5  [Source:RefSeq peptide;Acc:NP_001015598]	22	15444466	15451791	1
ENSBTAG00000000718	TMPRSS9	transmembrane protease, serine 9 [Source:HGNC Symbol;Acc:HGNC:30079]	7	22458603	22488765	-1
ENSBTAG00000008331	TMEM54	transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]	2	121604099	121611301	1
ENSBTAG00000000459	POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]	22	15688177	15708173	1
ENSBTAG00000008893	ANO10	anoctamin 10 [Source:HGNC Symbol;Acc:HGNC:25519]	22	15934723	16139094	-1
ENSBTAG00000001225	RBM14	RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219]	29	45299519	45308722	1
ENSBTAG00000005929	SPTBN2	spectrin beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]	29	45358814	45438945	-1
ENSBTAG00000018522	OAZ1	Bos taurus ornithine decarboxylase antizyme 1 (OAZ1), mRNA. [Source:RefSeq mRNA;Acc:NM_001127243]	7	22577243	22580777	-1
ENSBTAG00000009996	DOT1L	DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]	7	22629692	22680307	1
ENSBTAG00000001647			7	22684432	22687065	-1
ENSBTAG00000025452	SF3A2	splicing factor 3a subunit 2 [Source:HGNC Symbol;Acc:HGNC:10766]	7	22687237	22695545	1
ENSBTAG00000014955	AMH	anti-Mullerian hormone [Source:HGNC Symbol;Acc:HGNC:464]	7	22696978	22699843	1
ENSBTAG00000014956	JSRP1	junctional sarcoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:24963]	7	22700027	22703913	-1
ENSBTAG00000009034	AP3D1	adaptor related protein complex 3 delta 1 subunit [Source:HGNC Symbol;Acc:HGNC:568]	7	22709434	22743787	1
ENSBTAG00000019689	C11orf80	chromosome 11 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:26197]	29	45378039	45503093	1
ENSBTAG00000016954	TMEM39B	transmembrane protein 39B [Source:HGNC Symbol;Acc:HGNC:25510]	2	122194339	122213700	-1
ENSBTAG00000018049	MKNK2	MAP kinase interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111]	7	22787218	22796782	1
ENSBTAG00000018901	CTIF	cap binding complex dependent translation initiation factor [Source:HGNC Symbol;Acc:HGNC:23925]	24	48769621	49013492	1
ENSBTAG00000012441	SMAD7	SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]	24	49071140	49098714	-1
ENSBTAG00000005832	ADRBK1	beta-adrenergic receptor kinase 1  [Source:RefSeq peptide;Acc:NP_777135]	29	45844928	45852607	1
ENSBTAG00000010050	COL16A1	collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]	2	122557458	122611951	1
ENSBTAG00000031209	SLC22A4	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]	7	23382935	23425468	-1
ENSBTAG00000010832	JAGN1	jagunal homolog 1 [Source:HGNC Symbol;Acc:HGNC:26926]	22	16901720	16904521	-1
ENSBTAG00000009175	RPS6KB2	ribosomal protein S6 kinase B2 [Source:HGNC Symbol;Acc:HGNC:10437]	29	45965769	45971982	1
ENSBTAG00000001808	LACTB2	lactamase beta 2 [Source:HGNC Symbol;Acc:HGNC:18512]	14	36438472	36470764	-1
ENSBTAG00000011298	EYA1	EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519]	14	36898122	37268909	-1
ENSBTAG00000025443	FNIP1	folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418]	7	23993128	24063506	1
ENSBTAG00000010366	HCRTR1	hypocretin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4848]	2	122641987	122649721	-1
ENSBTAG00000007776	BRPF1	bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]	22	17009591	17022570	-1
ENSBTAG00000016269	ME2	malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]	24	50870262	50928290	1
ENSBTAG00000005404	MSC	musculin [Source:HGNC Symbol;Acc:HGNC:7321]	14	37549339	37551351	-1
ENSBTAG00000006919	SMAD4	SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]	24	50993949	51045661	1
