Chromosome	Position	Coverage	# methylated	% methylated	# overlap	Gene ID	Distance from target	Gene feature	Associated Gene Name	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	# overlap	Repeats region	Type	# overlap	CpG islands region	Interval shift	Type
3	108510553	52	0	0	1	ENSBTAG00000012061	0	promoter	POU3F1	POU domain, class 3, transcription factor 1  [Source:RefSeq peptide;Acc:NP_001098921]	3	108508805	108510061	1				1	3:108510605-108511135	shore	CpG:
3	108510553	52	0	0	1	ENSBTAG00000012061	0	promoter	POU3F1	POU domain, class 3, transcription factor 1  [Source:RefSeq peptide;Acc:NP_001098921]	3	108508805	108510061	1				2	3:108507790-108510062	shore	CpG:
3	108740370	45	27	60	1	ENSBTAG00000020510	0	exon	EPHA10	EPH receptor A10 [Source:HGNC Symbol;Acc:HGNC:19987]	3	108737032	108777675	1				1	3:108740050-108740700	island	CpG:
3	108835171	28	16	57.1																	
3	109319732	45	5	11.1																	
3	110223194	11	4	36.3																	
3	110890047	23	23	100	1	ENSBTAG00000016694	+188		KIAA0319L	KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071]	3	110829674	110889859	1				1	3:110890580-110890813	shore	CpG:
3	110890047	23	23	100	1	ENSBTAG00000016694	+188		KIAA0319L	KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071]	3	110829674	110889859	1				2	3:110889263-110889490	shore	CpG:
3	111074188	18	0	0														1	3:111073810-111074275	island	CpG:
3	111205923	19	0	0	1	ENSBTAG00000006555	0	tss	ZMYM1	zinc finger MYM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:26253]	3	111180176	111205859	-1				1	3:111205574-111206043	island	CpG:
3	111205923	19	0	0	2	ENSBTAG00000006555	0	promoter	ZMYM1	zinc finger MYM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:26253]	3	111180176	111205859	-1				1	3:111205574-111206043	island	CpG:
3	111440581	52	39	75	1	ENSBTAG00000014235	+9409		SMIM12	small integral membrane protein 12 [Source:HGNC Symbol;Acc:HGNC:25154]	3	111426912	111431172	1							
3	112772410	15	10	66.6	1	ENSBTAG00000005784	0	exon	CSMD2	CUB and Sushi multiple domains 2 [Source:HGNC Symbol;Acc:HGNC:19290]	3	112558420	112898742	1							
3	113227942	34	7	20.5	1	ENSBTAG00000008942	0	intron	NGEF	ephexin-1  [Source:RefSeq peptide;Acc:NP_001070394]	3	113219680	113266318	-1							
3	113228951	23	21	91.3	1	ENSBTAG00000008942	0	intron	NGEF	ephexin-1  [Source:RefSeq peptide;Acc:NP_001070394]	3	113219680	113266318	-1				1	3:113232142-113232427	shelves	CpG:
3	113272085	25	8	32	1	ENSBTAG00000008942	+5767		NGEF	ephexin-1  [Source:RefSeq peptide;Acc:NP_001070394]	3	113219680	113266318	-1	1	3:113271804-113272294	LTR				
3	114716084	30	0	0	1	ENSBTAG00000045647	0	promoter	ARL4C	ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]	3	114715940	114716518	-1				1	3:114715804-114717498	island	CpG:
3	114716084	30	0	0	2	ENSBTAG00000045647	0	exon	ARL4C	ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]	3	114715940	114716518	-1				1	3:114715804-114717498	island	CpG:
3	114716383	45	0	0	1	ENSBTAG00000045647	0	promoter	ARL4C	ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]	3	114715940	114716518	-1				1	3:114715804-114717498	island	CpG:
3	114716383	45	0	0	2	ENSBTAG00000045647	0	exon	ARL4C	ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]	3	114715940	114716518	-1				1	3:114715804-114717498	island	CpG:
3	115158611	20	0	0																	
3	115658343	15	3	20														1	3:115654499-115654997	shelves	CpG:
3	116086538	18	14	77.7	1	ENSBTAG00000016504	0	intron	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]	3	115843770	116226449	1							
3	116173597	19	17	89.4	1	ENSBTAG00000016504	0	intron	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]	3	115843770	116226449	1							
3	116267359	47	0	0	1	ENSBTAG00000008898	0	promoter	GBX2	gastrulation brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:4186]	3	116266172	116268268	-1				1	3:116266215-116274175	island	CpG:
3	116267359	47	0	0	2	ENSBTAG00000008898	0	intron	GBX2	gastrulation brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:4186]	3	116266172	116268268	-1				1	3:116266215-116274175	island	CpG:
3	116488059	47	5	10.6	1	ENSBTAG00000013505	0	intron	IQCA1	IQ motif containing with AAA domain 1 [Source:HGNC Symbol;Acc:HGNC:26195]	3	116402594	116592405	-1							
3	117564466	16	15	93.7																	
3	117634844	34	24	70.5	1	ENSBTAG00000000634	0	intron	MLPH	Bos taurus melanophilin (MLPH), mRNA. [Source:RefSeq mRNA;Acc:NM_001081597]	3	117584073	117637812	1				1	3:117632538-117632785	shelves	CpG:
3	117634844	34	24	70.5	1	ENSBTAG00000000634	0	intron	MLPH	Bos taurus melanophilin (MLPH), mRNA. [Source:RefSeq mRNA;Acc:NM_001081597]	3	117584073	117637812	1				2	3:117631298-117631506	shelves	CpG:
3	117775566	10	0	0	1	ENSBTAG00000005354	0	intron			3	117707634	117869819	1				1	3:117774989-117775773	island	CpG:
3	117949739	33	27	81.8	1	ENSBTAG00000011534	0	intron			3	117913716	117955245	1	1	3:117949690-117949762	SINE				
3	118083909	14	1	7.1	1	ENSBTAG00000010164	0	intron	ESPNL	espin-like [Source:HGNC Symbol;Acc:HGNC:27937]	3	118074855	118096926	1				1	3:118087485-118087841	shelves	CpG:
3	118158383	20	1	5	1	ENSBTAG00000010176	0	promoter	ILKAP	ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]	3	118134026	118158557	-1	1	3:118158356-118158446	Simple_repeat	1	3:118157863-118158873	island	CpG:
3	118158383	20	1	5	2	ENSBTAG00000010176	0	intron	ILKAP	ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]	3	118134026	118158557	-1	1	3:118158356-118158446	Simple_repeat	1	3:118157863-118158873	island	CpG:
3	118281684	28	15	53.5	1	ENSBTAG00000015973	0	intron	TRAF3IP1	TRAF3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861]	3	118273223	118334789	1				1	3:118279819-118280253	shore	CpG:
3	118294178	38	38	100	1	ENSBTAG00000015973	0	intron	TRAF3IP1	TRAF3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861]	3	118273223	118334789	1				1	3:118296207-118296896	shelves	CpG:
3	118294178	38	38	100	1	ENSBTAG00000015973	0	intron	TRAF3IP1	TRAF3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861]	3	118273223	118334789	1				2	3:118290741-118290987	shelves	CpG:
3	118294178	38	38	100	1	ENSBTAG00000015973	0	intron	TRAF3IP1	TRAF3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861]	3	118273223	118334789	1				3	3:118297670-118298007	shelves	CpG:
3	118294178	38	38	100	1	ENSBTAG00000015973	0	intron	TRAF3IP1	TRAF3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861]	3	118273223	118334789	1				4	3:118289758-118290542	shelves	CpG:
3	118646783	27	5	18.5	1	ENSBTAG00000021444	0	utr3	TWIST2	twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:20670]	3	118630617	118690526	1				1	3:118646774-118647176	island	CpG:
3	118680585	25	14	56	1	ENSBTAG00000021444	0	utr3	TWIST2	twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:20670]	3	118630617	118690526	1	1	3:118675603-118681501	Satellite				
3	119141201	16	9	56.2	1	ENSBTAG00000017764	0	intron	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	3	118937215	119412428	-1	1	3:119141136-119141254	SINE	1	3:119142178-119142474	shore	CpG:
3	119201261	13	13	100	1	ENSBTAG00000017764	0	intron	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	3	118937215	119412428	-1							
3	119205893	32	32	100	1	ENSBTAG00000017764	0	intron	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	3	118937215	119412428	-1				1	3:119206300-119206564	shore	CpG:
3	119252243	17	6	35.2	1	ENSBTAG00000017764	0	intron	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	3	118937215	119412428	-1							
3	119346420	45	0	0	1	ENSBTAG00000017764	0	intron	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	3	118937215	119412428	-1				1	3:119346527-119346794	shore	CpG:
3	119346420	45	0	0	1	ENSBTAG00000017764	0	intron	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	3	118937215	119412428	-1				2	3:119347480-119347732	shore	CpG:
3	119346420	45	0	0	1	ENSBTAG00000017764	0	intron	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	3	118937215	119412428	-1				3	3:119347917-119348313	shore	CpG:
3	119355671	15	4	26.6	1	ENSBTAG00000017764	0	intron	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	3	118937215	119412428	-1				1	3:119355665-119356050	island	CpG:
3	119377381	24	24	100	1	ENSBTAG00000017764	0	intron	HDAC4	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	3	118937215	119412428	-1				1	3:119377113-119377532	island	CpG:
3	119497267	10	9	90														1	3:119497023-119497308	island	CpG:
3	119537037	37	37	100														1	3:119535151-119535399	shore	CpG:
3	119772599	10	8	80	1	ENSBTAG00000003279	-6615		NDUFA10	NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]	3	119779215	119794481	-1				1	3:119769895-119770287	shelves	CpG:
3	120144019	38	17	44.7	1	ENSBTAG00000020592	+9764		OTOS	otospiralin [Source:HGNC Symbol;Acc:HGNC:22644]	3	120133413	120134255	-1							
3	120216616	32	30	93.7														1	3:120219624-120219837	shelves	CpG:
3	120245955	20	18	90											1	3:120245884-120246265	LTR	1	3:120245379-120245802	shore	CpG:
3	120307152	13	7	53.8														1	3:120307359-120307575	shore	CpG:
3	120307152	13	7	53.8														2	3:120309029-120309363	shore	CpG:
3	120333408	34	31	91.1	1	ENSBTAG00000002809	0	intron	CAPN10	calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]	3	120332023	120339480	-1				1	3:120330627-120330952	shelves	CpG:
3	120383357	32	0	0	1	ENSBTAG00000015996	-203		GPC1	glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]	3	120383561	120476582	1				1	3:120382575-120385954	island	CpG:
3	120550264	17	16	94.1	1	ENSBTAG00000011538	0	intron	KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]	3	120502458	120608549	-1				1	3:120549868-120550294	island	CpG:
3	120564965	59	58	98.3	1	ENSBTAG00000011538	0	exon	KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]	3	120502458	120608549	-1				1	3:120564984-120565230	shore	CpG:
3	120608357	11	0	0	1	ENSBTAG00000011538	0	promoter	KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]	3	120502458	120608549	-1	1	3:120608346-120608413	Low_complexity	1	3:120605155-120609033	island	CpG:
3	120608357	11	0	0	2	ENSBTAG00000011538	0	utr5	KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]	3	120502458	120608549	-1	1	3:120608346-120608413	Low_complexity	1	3:120605155-120609033	island	CpG:
3	120686993	21	18	85.7	1	ENSBTAG00000005168	0	intron	CROCC2	ciliary rootlet coiled-coil, rootletin family member 2 [Source:HGNC Symbol;Acc:HGNC:51677]	3	120676094	120714918	1				1	3:120687907-120688135	shore	CpG:
3	120686993	21	18	85.7	1	ENSBTAG00000005168	0	intron	CROCC2	ciliary rootlet coiled-coil, rootletin family member 2 [Source:HGNC Symbol;Acc:HGNC:51677]	3	120676094	120714918	1				2	3:120684757-120685050	shore	CpG:
3	120734374	21	0	0														1	3:120734367-120735416	island	CpG:
3	120769465	37	30	81	1	ENSBTAG00000014132	0	exon	SNED1	sushi, nidogen and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:24696]	3	120761890	120806556	1	1	3:120769452-120769492	Simple_repeat	1	3:120769369-120769694	island	CpG:
3	120786924	19	16	84.2	1	ENSBTAG00000014132	0	intron	SNED1	sushi, nidogen and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:24696]	3	120761890	120806556	1				1	3:120786911-120787420	island	CpG:
3	120832169	24	23	95.8	1	ENSBTAG00000000785	0	exon	PASK	PAS domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:17270]	3	120818380	120844640	-1				1	3:120829428-120832439	island	CpG:
3	120866868	31	7	22.5	1	ENSBTAG00000000789	0	intron	PPP1R7	protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]	3	120853355	120869389	1				1	3:120865932-120869479	island	CpG:
3	120903728	15	15	100	1	ENSBTAG00000004315	-833		HDLBP	high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]	3	120904562	120960962	-1				1	3:120903123-120903360	shore	CpG:
3	120903728	15	15	100	1	ENSBTAG00000004315	-833		HDLBP	high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]	3	120904562	120960962	-1				2	3:120901630-120901863	shore	CpG:
3	120903728	15	15	100	1	ENSBTAG00000004315	-833		HDLBP	high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]	3	120904562	120960962	-1				3	3:120903973-120908971	shore	CpG:
3	120925093	29	27	93.1	1	ENSBTAG00000004315	0	intron	HDLBP	high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]	3	120904562	120960962	-1				1	3:120929052-120929308	shelves	CpG:
3	121007518	25	25	100														1	3:121008285-121008534	shore	CpG:
3	121086520	15	14	93.3														1	3:121090471-121090674	shelves	CpG:
3	121099879	20	3	15	1	ENSBTAG00000008711	0	promoter	BOK	BOK, BCL2 family apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1087]	3	121098866	121111324	1				1	3:121098593-121100011	island	CpG:
3	121099879	20	3	15	2	ENSBTAG00000008711	0	intron	BOK	BOK, BCL2 family apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1087]	3	121098866	121111324	1				1	3:121098593-121100011	island	CpG:
3	121162080	33	33	100	1	ENSBTAG00000015401	-702		ATG4B	cysteine protease ATG4B  [Source:RefSeq peptide;Acc:NP_001001170]	3	121162783	121171632	1				1	3:121161993-121162362	island	CpG:
3	121218929	15	0	0	1	ENSBTAG00000002847	0	intron	D2HGDH	D-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:28358]	3	121212557	121237816	1				1	3:121218800-121219343	island	CpG:
3	121258647	14	4	28.5	1	ENSBTAG00000009093	-3936		GAL3ST2	galactose-3-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:24869]	3	121262584	121265562	1				1	3:121258186-121258448	shore	CpG:
3	121318345	25	8	32	1	ENSBTAG00000040598	+8926				3	121305730	121309419	1				1	3:121316977-121318026	shore	CpG:
3	121374733	11	10	90.9											1	3:121374578-121374759	SINE				
3	121374875	28	14	50																	
4	38914	20	15	75											1	4:38039-39012	Satellite				
4	4494455	34	16	47	1	ENSBTAG00000023806	-508				4	4494964	4728977	1				1	4:4494289-4494737	island	CpG:
4	5308036	11	7	63.6	1	ENSBTAG00000020869	0	intron	DDC	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	4	5253835	5347715	1							
4	7844259	39	0	0																	
4	8492661	31	11	35.4	1	ENSBTAG00000002107	0	promoter	FZD1	frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]	4	8490676	8494829	1				1	4:8490072-8492812	island	CpG:
4	8492661	31	11	35.4	2	ENSBTAG00000002107	0	exon	FZD1	frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]	4	8490676	8494829	1				1	4:8490072-8492812	island	CpG:
4	9903044	19	18	94.7	1	ENSBTAG00000044023	0	intron	CDK6	cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]	4	9792303	10039520	-1							
4	10236985	10	10	100																	
4	10724259	22	1	4.5	1	ENSBTAG00000017458	0	promoter	CALCR	calcitonin receptor  [Source:RefSeq peptide;Acc:NP_001069737]	4	10614458	10724579	-1				1	4:10724621-10724907	shore	CpG:
4	10724259	22	1	4.5	2	ENSBTAG00000017458	0	utr5	CALCR	calcitonin receptor  [Source:RefSeq peptide;Acc:NP_001069737]	4	10614458	10724579	-1				1	4:10724621-10724907	shore	CpG:
4	11299598	286	225	78.6											1	4:11298879-11301555	Satellite				
4	11299704	340	292	85.8											1	4:11298879-11301555	Satellite				
4	11308080	19	7	36.8											1	4:11307558-11309131	Satellite				
4	12038723	17	0	0	1	ENSBTAG00000024426	0	promoter	PPP1R9A	protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]	4	12038499	12381524	1				1	4:12038324-12039011	island	CpG:
4	12038723	17	0	0	2	ENSBTAG00000024426	0	utr5	PPP1R9A	protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]	4	12038499	12381524	1				1	4:12038324-12039011	island	CpG:
4	12420834	30	29	96.6	1	ENSBTAG00000015654	0	intron	PON1	paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204]	4	12389567	12423459	-1							
4	14275167	29	0	0	1	ENSBTAG00000021458	-1189		DLX6	distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]	4	14276357	14281435	1				1	4:14275099-14275476	island	CpG:
4	14294125	32	4	12.5	1	ENSBTAG00000018645	0	intron	DLX5	distal-less homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2918]	4	14291967	14296237	-1				1	4:14292354-14296317	island	CpG:
4	17176402	10	9	90	1	ENSBTAG00000000799	-1333		ICA1	islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]	4	17177736	17341262	-1				1	4:17176291-17176649	island	CpG:
4	20770391	12	12	100											1	4:20769671-20770417	LINE				
4	25097116	17	0	0	1	ENSBTAG00000010980	0	promoter	ANKMY2	ankyrin repeat and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25370]	4	25057923	25097468	-1				1	4:25096257-25097512	island	CpG:
4	25097116	17	0	0	2	ENSBTAG00000010980	0	intron	ANKMY2	ankyrin repeat and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25370]	4	25057923	25097468	-1				1	4:25096257-25097512	island	CpG:
4	28959908	98	78	79.5											1	4:28957889-28960559	Satellite				
4	28963858	75	8	10.6											1	4:28963210-28965651	Satellite				
4	28978157	56	26	46.4											1	4:28976906-28979089	Satellite				
4	28983379	142	84	59.1											1	4:28981949-28983887	Satellite				
4	29394546	30	29	96.6											1	4:29394345-29394568	SINE				
4	34021324	31	2	6.4	1	ENSBTAG00000018989	0	tss	GRM3	glutamate metabotropic receptor 3 [Source:HGNC Symbol;Acc:HGNC:4595]	4	33769689	34021297	-1							
4	34021324	31	2	6.4	2	ENSBTAG00000018989	0	promoter	GRM3	glutamate metabotropic receptor 3 [Source:HGNC Symbol;Acc:HGNC:4595]	4	33769689	34021297	-1							
4	34855336	13	12	92.3											1	4:34855282-34855348	SINE				
4	35849429	16	16	100																	
4	41493230	85	56	65.8											1	4:41492856-41493322	Satellite				
4	48545491	32	0	0	1	ENSBTAG00000005524	0	promoter	HBP1	HMG box-containing protein 1  [Source:RefSeq peptide;Acc:NP_001039661]	4	48545066	48575834	1				1	4:48544931-48545766	island	CpG:
4	48545491	32	0	0	2	ENSBTAG00000005524	0	utr5	HBP1	HMG box-containing protein 1  [Source:RefSeq peptide;Acc:NP_001039661]	4	48545066	48575834	1				1	4:48544931-48545766	island	CpG:
4	49959126	21	10	47.6	1	ENSBTAG00000015353	0	tss	NME8	NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473]	4	49959050	49995977	1							
4	49959126	21	10	47.6	2	ENSBTAG00000015353	0	promoter	NME8	NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473]	4	49959050	49995977	1							
4	49959126	21	10	47.6	3	ENSBTAG00000015353	0	utr5	NME8	NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473]	4	49959050	49995977	1							
4	51995590	111	3	2.7	1	ENSBTAG00000006161	0	intron	MET	hepatocyte growth factor receptor precursor  [Source:RefSeq peptide;Acc:NP_001013017]	4	51912652	52042198	-1	1	4:51994990-51996400	Satellite				
4	58842523	18	16	88.8											1	4:58842497-58842564	SINE				
4	61174457	300	15	5	1	ENSBTAG00000047663	0	promoter	bta-mir-2887-2	bta-mir-2887-1 [Source:miRBase;Acc:MI0013060]	4	61174179	61174235	1				1	4:61174456-61175052	island	CpG:
4	61174457	300	15	5	2	ENSBTAG00000009218	0	intron	ANLN	anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	4	61165438	61242549	-1				1	4:61174456-61175052	island	CpG:
4	61315460	19	9	47.3	1	ENSBTAG00000002011	0	intron	KIAA0895	KIAA0895 [Source:HGNC Symbol;Acc:HGNC:22206]	4	61273629	61319128	1	1	4:61315451-61315716	SINE				
4	64539313	22	1	4.5																	
4	65919347	24	23	95.8	1	ENSBTAG00000009390	0	intron	FAM188B	family with sequence similarity 188 member B [Source:HGNC Symbol;Acc:HGNC:21916]	4	65865704	65984140	-1							
4	66453406	50	0	0	1	ENSBTAG00000000260	0	promoter	ZNRF2	zinc and ring finger 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:22316]	4	66362578	66453938	-1				1	4:66452893-66454690	island	CpG:
4	66453406	50	0	0	2	ENSBTAG00000000260	0	exon	ZNRF2	zinc and ring finger 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:22316]	4	66362578	66453938	-1				1	4:66452893-66454690	island	CpG:
4	68445211	19	0	0	1	ENSBTAG00000019024	0	promoter	JAZF1	JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917]	4	68444078	68773093	1				1	4:68444995-68445756	island	CpG:
4	68445211	19	0	0	2	ENSBTAG00000019024	0	intron	JAZF1	JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917]	4	68444078	68773093	1				1	4:68444995-68445756	island	CpG:
4	69255917	38	2	5.2	1	ENSBTAG00000020919	+124		EVX1	even-skipped homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3506]	4	69252420	69255793	-1				1	4:69254841-69256211	island	CpG:
4	69272193	33	3	9														1	4:69271814-69272057	shore	CpG:
4	69336192	38	0	0	1	ENSBTAG00000011476	+1264			HOXA9 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:A7Z086]	4	69331792	69334928	1				1	4:69335075-69337920	island	CpG:
4	69341122	39	3	7.6	1	ENSBTAG00000001455	0	promoter	HOXA7	homeobox A7 [Source:HGNC Symbol;Acc:HGNC:5108]	4	69340738	69342484	1				1	4:69340098-69342317	island	CpG:
4	69341122	39	3	7.6	2	ENSBTAG00000001455	0	intron	HOXA7	homeobox A7 [Source:HGNC Symbol;Acc:HGNC:5108]	4	69340738	69342484	1				1	4:69340098-69342317	island	CpG:
4	70413033	54	1	1.8	1	ENSBTAG00000029945	-1217		bta-mir-148a	bta-mir-148a [Source:miRBase;Acc:MI0004737]	4	70414251	70414318	1				1	4:70412505-70413279	island	CpG:
4	75321799	11	9	81.8																	
4	77311507	38	0	0	1	ENSBTAG00000042440	-661		SNORA9	Small nucleolar RNA SNORA9 [Source:RFAM;Acc:RF00411]	4	77312169	77312300	1				1	4:77310986-77311595	island	CpG:
4	77366399	18	0	0	1	ENSBTAG00000046625	0	promoter	PURB	purine rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]	4	77365884	77366798	1				1	4:77365755-77366766	island	CpG:
4	77366399	18	0	0	2	ENSBTAG00000046625	0	exon	PURB	purine rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]	4	77365884	77366798	1				1	4:77365755-77366766	island	CpG:
4	77540693	10	0	0	1	ENSBTAG00000010612	0	promoter	TMED4	transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]	4	77540574	77543351	1				1	4:77540048-77540912	island	CpG:
4	77540693	10	0	0	2	ENSBTAG00000010612	0	exon	TMED4	transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]	4	77540574	77543351	1				1	4:77540048-77540912	island	CpG:
4	77783733	20	19	95	1	ENSBTAG00000012653	0	intron	CAMK2B	calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]	4	77706698	77797331	1				1	4:77778981-77780052	shelves	CpG:
4	77874209	28	0	0	1	ENSBTAG00000012241	0	promoter	POLD2	DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]	4	77873883	77881765	1				1	4:77873340-77874138	shore	CpG:
4	77874209	28	0	0	2	ENSBTAG00000012241	0	utr5	POLD2	DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]	4	77873883	77881765	1				1	4:77873340-77874138	shore	CpG:
4	79986638	24	0	0	1	ENSBTAG00000002912	0	promoter	INHBA	inhibin beta A subunit [Source:HGNC Symbol;Acc:HGNC:6066]	4	79986254	79997754	1				1	4:79986746-79986982	shore	CpG:
4	79986638	24	0	0	2	ENSBTAG00000002912	0	exon	INHBA	inhibin beta A subunit [Source:HGNC Symbol;Acc:HGNC:6066]	4	79986254	79997754	1				1	4:79986746-79986982	shore	CpG:
4	82292353	21	3	14.2	1	ENSBTAG00000013648	0	intron			4	82104338	82495300	-1	1	4:82292314-82292503	SINE				
4	86598122	53	1	1.8	1	ENSBTAG00000002940	0	tss	WNT16	Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]	4	86598084	86609355	1				1	4:86598364-86599487	shore	CpG:
4	86598122	53	1	1.8	2	ENSBTAG00000002940	0	promoter	WNT16	Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]	4	86598084	86609355	1				1	4:86598364-86599487	shore	CpG:
4	86598122	53	1	1.8	3	ENSBTAG00000002940	0	utr5	WNT16	Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]	4	86598084	86609355	1				1	4:86598364-86599487	shore	CpG:
4	87519444	20	0	0	1	ENSBTAG00000005110	-2706		CADPS2	calcium dependent secretion activator 2 [Source:HGNC Symbol;Acc:HGNC:16018]	4	87522151	88100974	-1				1	4:87519078-87519783	island	CpG:
4	88100981	42	1	2.3	1	ENSBTAG00000005110	0	tss	CADPS2	calcium dependent secretion activator 2 [Source:HGNC Symbol;Acc:HGNC:16018]	4	87522151	88100974	-1				1	4:88100193-88101414	island	CpG:
4	88100981	42	1	2.3	2	ENSBTAG00000005110	0	promoter	CADPS2	calcium dependent secretion activator 2 [Source:HGNC Symbol;Acc:HGNC:16018]	4	87522151	88100974	-1				1	4:88100193-88101414	island	CpG:
4	92325560	22	0	0	1	ENSBTAG00000007914	+9197				4	92315807	92316363	-1				1	4:92325476-92328193	island	CpG:
4	92395421	37	0	0														1	4:92395016-92395223	shore	CpG:
4	92523431	13	7	53.8																	
